Sujet;Sujet_name;;Cible;Cible_name;Material;Material_name;Slope;Slope_name;Trial;Trial_name;Trials_All;Duration;Amplitude;Impact_Speed;Spatial_Error
17;sujet17;;2;50;1;alu;2;0;3;3;73;0.152;177.1707036;2.168113598;7.047872225
17;sujet17;;2;50;1;alu;2;0;4;4;74;0.18;227.8696639;2.43402312;-4.531836328
17;sujet17;;2;50;1;alu;2;0;5;5;75;0.144;163.019773;2.506812761;-19.37395527
17;sujet17;;2;50;1;alu;2;0;6;6;76;0.176;202.3015899;2.145342136;-13.10936647
17;sujet17;;2;50;1;alu;2;0;7;7;77;0.144;192.6374931;2.860716;2.584189741
17;sujet17;;2;50;1;alu;2;0;8;8;78;0.128;135.9205007;2.048342391;-31.37470798
17;sujet17;;2;50;1;alu;2;0;9;9;79;0.16;210.6072324;2.196606625;-15.24632572
17;sujet17;;2;50;1;alu;2;0;10;10;80;0.148;210.5737585;2.41310823;-16.34484591
17;sujet17;;2;50;1;alu;3;p10;1;1;81;0.144;182.8977563;2.427071726;-20.1908742
17;sujet17;;2;50;1;alu;3;p10;2;2;82;0.128;174.1449242;2.657181707;-8.249085713
17;sujet17;;2;50;1;alu;3;p10;3;3;83;0.14;219.6666913;2.455584659;-19.22242825
17;sujet17;;2;50;1;alu;3;p10;4;4;84;0.152;196.1783733;2.762005431;-3.831765052
17;sujet17;;2;50;1;alu;3;p10;5;5;85;0.112;179.4035962;2.518993852;-23.31107302
17;sujet17;;2;50;1;alu;3;p10;6;6;86;0.124;164.3373831;2.622963504;-12.9725729
17;sujet17;;2;50;1;alu;3;p10;7;7;87;0.132;163.7644824;2.655750812;-4.138670446
17;sujet17;;2;50;1;alu;3;p10;8;8;88;0.132;178.7463148;2.100900298;-27.0397901
17;sujet17;;2;50;1;alu;3;p10;9;9;89;0.144;187.3357918;2.887571465;-9.799340909
17;sujet17;;2;50;1;alu;3;p10;10;10;90;0.132;194.8896277;2.647448025;-5.639010555
17;sujet17;;2;50;2;balsa;1;m10;1;1;91;0.144;164.0612181;2.103211976;-39.50292132
17;sujet17;;2;50;2;balsa;1;m10;2;2;92;0.132;161.9183063;2.425780702;-39.18728884
17;sujet17;;2;50;2;balsa;1;m10;3;3;93;0.136;156.0360157;2.139450459;3.332956208
17;sujet17;;2;50;2;balsa;1;m10;4;4;94;0.144;155.9640158;1.924793804;-11.74385701
17;sujet17;;2;50;2;balsa;1;m10;5;5;95;0.14;172.4312723;1.943631329;-24.20271676
17;sujet17;;2;50;2;balsa;1;m10;6;6;96;0.16;186.0919815;1.823514215;-24.34330178
17;sujet17;;2;50;2;balsa;1;m10;7;7;97;0.148;176.7203241;2.001175289;-17.66966676
17;sujet17;;2;50;2;balsa;1;m10;8;8;98;0.156;191.7866399;2.295253912;23.78570824
17;sujet17;;2;50;2;balsa;1;m10;9;9;99;0.148;181.6162776;2.688987112;4.568564434
17;sujet17;;2;50;2;balsa;1;m10;10;10;100;0.168;230.3270799;2.623360661;1.231795717
17;sujet17;;2;50;2;balsa;2;0;1;1;101;0.16;144.1894625;1.976380745;-50.59776545
17;sujet17;;2;50;2;balsa;2;0;2;2;102;0.144;175.761298;2.334547469;-33.13868318
17;sujet17;;2;50;2;balsa;2;0;3;3;103;0.156;210.2851441;1.942330185;-33.65357615
17;sujet17;;2;50;2;balsa;2;0;4;4;104;0.144;192.0190073;2.609108133;6.320666892
17;sujet17;;2;50;2;balsa;2;0;5;5;105;0.128;176.1318579;2.306202477;-12.07990961
17;sujet17;;2;50;2;balsa;2;0;6;6;106;0.16;203.2370081;2.075160118;-16.22433356
17;sujet17;;2;50;2;balsa;2;0;7;7;107;0.14;196.6098284;2.805849446;11.51452771
17;sujet17;;2;50;2;balsa;2;0;8;8;108;0.144;191.153694;2.339934607;-4.85834195
17;sujet17;;2;50;2;balsa;2;0;9;9;109;0.128;174.8606771;2.479712937;9.858093663
17;sujet17;;2;50;2;balsa;2;0;10;10;110;0.132;184.6503938;2.455470556;0.922523355
17;sujet17;;2;50;2;balsa;3;p10;1;1;111;0.148;189.9894896;2.132894322;-47.41158754
17;sujet17;;2;50;2;balsa;3;p10;2;2;112;0.136;200.2884896;2.623816912;-28.89869287
17;sujet17;;2;50;2;balsa;3;p10;3;3;113;0.16;210.8042833;2.186145238;-38.08338679
17;sujet17;;2;50;2;balsa;3;p10;4;4;114;0.148;221.1049458;2.472475047;-25.11329298
17;sujet17;;2;50;2;balsa;3;p10;5;5;115;0.164;216.9751062;2.610328919;4.87799736
17;sujet17;;2;50;2;balsa;3;p10;6;6;116;0.136;207.2449833;2.496428142;-19.77471453
17;sujet17;;2;50;2;balsa;3;p10;7;7;117;0.148;216.0422611;2.637820238;-4.564320828
17;sujet17;;2;50;2;balsa;3;p10;8;8;118;0.136;188.0172715;2.698763632;-20.66601581
17;sujet17;;2;50;2;balsa;3;p10;9;9;119;0.128;187.202514;2.860355797;7.193327388
17;sujet17;;2;50;2;balsa;3;p10;10;10;120;0.112;166.4539802;2.391183364;-11.02266127
18;sujet18;;1;25;1;alu;1;m10;1;1;1;0.212;78.6042358;1.463751055;54.07079369
18;sujet18;;1;25;1;alu;1;m10;2;2;2;0.188;51.10266288;1.036897213;-41.07351287
18;sujet18;;1;25;1;alu;1;m10;3;3;3;0.124;57.83335642;1.415859796;-18.18411534
18;sujet18;;1;25;1;alu;1;m10;4;4;4;0.112;57.26519356;1.421321859;-8.516082348
18;sujet18;;1;25;1;alu;1;m10;5;5;5;0.144;57.73893367;1.80662071;-15.10702414
18;sujet18;;1;25;1;alu;1;m10;6;6;6;0.136;59.27841655;1.675062164;-11.39028811
18;sujet18;;1;25;1;alu;1;m10;7;7;7;0.12;62.48649759;2.035721402;5.013222239
18;sujet18;;1;25;1;alu;1;m10;8;8;8;0.084;41.94401199;1.594238591;-22.08504403
18;sujet18;;1;25;1;alu;1;m10;9;9;9;0.152;41.83007874;1.411783248;6.087116414
18;sujet18;;1;25;1;alu;1;m10;10;10;10;0.112;54.57769497;1.301507324;-26.88698225
18;sujet18;;1;25;1;alu;2;0;1;1;11;0.132;87.34302036;1.467260228;-30.30452607
18;sujet18;;1;25;1;alu;2;0;2;2;12;0.124;52.06931428;1.460472553;32.316702
18;sujet18;;1;25;1;alu;2;0;3;3;13;0.176;58.47289533;1.176613809;-36.04822333
18;sujet18;;1;25;1;alu;2;0;4;4;14;0.264;144.2845231;1.367593288;-40.04780432
18;sujet18;;1;25;1;alu;2;0;5;5;15;0.208;138.2977985;1.543369542;12.38463752
18;sujet18;;1;25;1;alu;2;0;6;6;16;0.204;105.9005437;1.585073294;-21.0928397
18;sujet18;;1;25;1;alu;2;0;7;7;17;0.212;128.3355229;1.310568015;3.82926972
18;sujet18;;1;25;1;alu;2;0;8;8;18;0.184;98.6339546;1.4668306;17.71767481
18;sujet18;;1;25;1;alu;2;0;9;9;19;0.232;92.26691307;1.488288635;1.130060772
18;sujet18;;1;25;1;alu;2;0;10;10;20;0.224;95.17000322;1.25524524;-3.523302089
18;sujet18;;1;25;1;alu;3;p10;1;1;21;0.172;117.0098363;2.382060238;8.959109393
18;sujet18;;1;25;1;alu;3;p10;2;2;22;0.136;68.90700118;1.985526045;-9.122370112
18;sujet18;;1;25;1;alu;3;p10;3;3;23;0.124;64.59744218;1.910752774;-11.14686525
18;sujet18;;1;25;1;alu;3;p10;4;4;24;0.16;113.1393991;2.612716429;63.14367515
18;sujet18;;1;25;1;alu;3;p10;5;5;25;0.144;79.82521547;1.82420975;-14.78727709
18;sujet18;;1;25;1;alu;3;p10;6;6;26;0.064;40.79664538;1.889285182;-26.91111744
18;sujet18;;1;25;1;alu;3;p10;7;7;27;0.14;59.96396561;1.707243192;-11.63570568
18;sujet18;;1;25;1;alu;3;p10;8;8;28;0.076;51.71421239;2.120974923;16.1279465
18;sujet18;;1;25;1;alu;3;p10;9;9;29;0.08;41.28229531;1.685249499;-6.958401728
18;sujet18;;1;25;1;alu;3;p10;10;10;30;0.076;45.67556562;2.178324474;-21.6619694
18;sujet18;;1;25;2;balsa;1;m10;1;1;31;0.152;77.40508208;1.646342347;22.89099213
18;sujet18;;1;25;2;balsa;1;m10;2;2;32;0.116;35.42728879;1.094472162;-20.94207627
18;sujet18;;1;25;2;balsa;1;m10;3;3;33;0.192;96.83720366;1.270841626;-8.909000891
18;sujet18;;1;25;2;balsa;1;m10;4;4;34;0.18;73.57096216;1.582262629;-22.63840777
18;sujet18;;1;25;2;balsa;1;m10;5;5;35;0.236;155.4816929;1.686805506;21.03149711
18;sujet18;;1;25;2;balsa;1;m10;6;6;36;0.152;83.23637888;2.107616341;-16.66011849
18;sujet18;;1;25;2;balsa;1;m10;7;7;37;0.176;58.35092973;2.217866329;27.52773447
18;sujet18;;1;25;2;balsa;1;m10;8;8;38;0.236;79.7851645;1.536508043;-1.839909489
18;sujet18;;1;25;2;balsa;1;m10;9;9;39;0.284;88.75663425;1.478219403;-20.92620202
18;sujet18;;1;25;2;balsa;1;m10;10;10;40;0.164;76.5867851;1.436209967;22.04820264
18;sujet18;;1;25;2;balsa;2;0;1;1;41;0.1;45.31543114;1.329089562;-54.82910075
18;sujet18;;1;25;2;balsa;2;0;2;2;42;0.396;164.1132869;1.921745635;-33.55800807
18;sujet18;;1;25;2;balsa;2;0;3;3;43;0.296;244.4007212;2.296608938;-33.85203638
18;sujet18;;1;25;2;balsa;2;0;4;4;44;0.304;261.6765627;2.360483989;-38.57151146
18;sujet18;;1;25;2;balsa;2;0;5;5;45;0.364;284.5630149;2.71155273;-23.60516393
18;sujet18;;1;25;2;balsa;2;0;6;6;46;0.328;316.689584;3.26129785;-21.41036836
18;sujet18;;1;25;2;balsa;2;0;7;7;47;0.32;346.5647738;2.952610931;9.1534746
18;sujet18;;1;25;2;balsa;2;0;8;8;48;0.292;213.0543116;2.453503993;-48.56687075
18;sujet18;;1;25;2;balsa;2;0;9;9;49;0.312;304.5804558;3.08951784;-48.88552621
18;sujet18;;1;25;2;balsa;2;0;10;10;50;0.248;262.2686444;2.545984986;-12.34332602
18;sujet18;;1;25;2;balsa;3;p10;1;1;51;0.156;124.4515495;2.041252036;12.83777397
18;sujet18;;1;25;2;balsa;3;p10;2;2;52;0.184;115.545367;1.945372237;4.316163174
18;sujet18;;1;25;2;balsa;3;p10;3;3;53;0.168;96.01313583;1.661534819;10.66055505
18;sujet18;;1;25;2;balsa;3;p10;4;4;54;0.168;101.3351985;1.713296399;11.46939664
18;sujet18;;1;25;2;balsa;3;p10;5;5;55;0.136;91.59684308;1.613823387;-5.850100957
18;sujet18;;1;25;2;balsa;3;p10;6;6;56;0.18;145.1393041;1.952464773;7.028353665
18;sujet18;;1;25;2;balsa;3;p10;7;7;57;0.128;77.78072674;1.811268098;-15.48360151
18;sujet18;;1;25;2;balsa;3;p10;8;8;58;0.136;81.44447472;1.771687631;6.764102249
18;sujet18;;1;25;2;balsa;3;p10;9;9;59;0.12;73.66980267;1.763997623;7.394884316
18;sujet18;;1;25;2;balsa;3;p10;10;10;60;0.136;90.83008932;1.956428809;-1.665454714
18;sujet18;;2;50;1;alu;1;m10;1;1;61;0.228;102.2061453;1.243890199;-1.459858778
18;sujet18;;2;50;1;alu;1;m10;2;2;62;0.12;63.27829382;1.414810381;-34.88774429
18;sujet18;;2;50;1;alu;1;m10;3;3;63;0.156;74.56132947;1.565104954;-6.94770219
18;sujet18;;2;50;1;alu;1;m10;4;4;64;0.128;57.09387709;1.520306557;-22.39122345
18;sujet18;;2;50;1;alu;1;m10;5;5;65;0.12;64.06455282;1.409287608;-15.58765237
18;sujet18;;2;50;1;alu;1;m10;6;6;66;0.108;73.88700427;1.891214686;-5.613269659
18;sujet18;;2;50;1;alu;1;m10;7;7;67;0.12;77.36677542;1.992369918;-7.515031832
18;sujet18;;2;50;1;alu;1;m10;8;8;68;0.108;77.59056075;2.113287205;-16.27022995
18;sujet18;;2;50;1;alu;1;m10;9;9;69;0.1;72.58165431;1.997526942;0.479494552
18;sujet18;;2;50;1;alu;1;m10;10;10;70;0.088;70.47487702;1.809722762;-17.95787873
18;sujet18;;2;50;1;alu;2;0;1;1;71;0.168;105.1726495;1.899739436;19.56846084
18;sujet18;;2;50;1;alu;2;0;2;2;72;0.148;118.5129147;1.820914218;-15.6440064
18;sujet18;;2;50;1;alu;2;0;3;3;73;0.124;99.86804143;1.925310777;15.55807379
18;sujet18;;2;50;1;alu;2;0;4;4;74;0.092;65.82545493;1.691276763;-18.56069014
18;sujet18;;2;50;1;alu;2;0;5;5;75;0.148;86.07505978;1.748994158;-15.29138331
18;sujet18;;2;50;1;alu;2;0;6;6;76;0.124;63.31012172;1.656427928;-5.149781196
18;sujet18;;2;50;1;alu;2;0;7;7;77;0.176;66.96605039;1.876080062;-9.688697982
18;sujet18;;2;50;1;alu;2;0;8;8;78;0.132;88.32736955;2.063731244;11.19394306
18;sujet18;;2;50;1;alu;2;0;9;9;79;0.132;97.29848677;1.98560454;-3.624721403
18;sujet18;;2;50;1;alu;2;0;10;10;80;0.124;105.2846621;2.402489716;9.379338747
18;sujet18;;2;50;1;alu;3;p10;1;1;81;0.216;124.8660563;2.278968059;-22.15313197
18;sujet18;;2;50;1;alu;3;p10;2;2;82;0.208;159.1648267;2.038660955;-17.04961717
18;sujet18;;2;50;1;alu;3;p10;3;3;83;0.16;117.3117939;1.826197019;-9.838557035
18;sujet18;;2;50;1;alu;3;p10;4;4;84;0.124;96.84300165;2.369453804;3.363312056
18;sujet18;;2;50;1;alu;3;p10;5;5;85;0.12;89.9803687;2.170738235;-18.33822365
18;sujet18;;2;50;1;alu;3;p10;6;6;86;0.12;82.33796396;2.322090432;-16.38096216
18;sujet18;;2;50;1;alu;3;p10;7;7;87;0.12;98.19599362;2.262890118;-10.54622682
18;sujet18;;2;50;1;alu;3;p10;8;8;88;0.216;152.4327034;2.263840805;-7.169507181
18;sujet18;;2;50;1;alu;3;p10;9;9;89;0.2;142.8478034;2.487946656;21.48972281
18;sujet18;;2;50;1;alu;3;p10;10;10;90;0.144;123.3789268;2.53529717;-9.82389215
18;sujet18;;2;50;2;balsa;1;m10;1;1;91;0.228;142.141315;2.13375688;-25.2363208
18;sujet18;;2;50;2;balsa;1;m10;2;2;92;0.192;99.0586709;1.989071442;-19.98389893
18;sujet18;;2;50;2;balsa;1;m10;3;3;93;0.168;89.15933886;2.348975644;-4.977573588
18;sujet18;;2;50;2;balsa;1;m10;4;4;94;0.172;103.6609026;1.878621044;-6.331545289
18;sujet18;;2;50;2;balsa;1;m10;5;5;95;0.148;98.11898163;2.16930127;-5.141009452
18;sujet18;;2;50;2;balsa;1;m10;6;6;96;0.12;90.9297828;2.186596629;3.450185124
18;sujet18;;2;50;2;balsa;1;m10;7;7;97;0.096;78.9128054;1.892040325;-7.924635138
18;sujet18;;2;50;2;balsa;1;m10;8;8;98;0.104;57.73292868;2.00282958;-48.48195927
18;sujet18;;2;50;2;balsa;1;m10;9;9;99;0.132;96.92449851;2.118286885;15.59770654
18;sujet18;;2;50;2;balsa;1;m10;10;10;100;0.112;67.45691341;1.651931994;-6.962934946
18;sujet18;;2;50;2;balsa;2;0;1;1;101;0.288;158.1907222;1.725531151;-50.39415869
18;sujet18;;2;50;2;balsa;2;0;2;2;102;0.244;215.3277593;2.408433127;0.434704741
18;sujet18;;2;50;2;balsa;2;0;3;3;103;0.264;192.528088;2.089229122;0.041815977
18;sujet18;;2;50;2;balsa;2;0;4;4;104;0.128;112.3372798;2.188221167;-6.128781552
18;sujet18;;2;50;2;balsa;2;0;5;5;105;0.164;108.4418469;2.331924627;-18.00049588
18;sujet18;;2;50;2;balsa;2;0;6;6;106;0.196;171.2481265;2.683004999;-1.499327221
18;sujet18;;2;50;2;balsa;2;0;7;7;107;0.16;129.4681632;2.489678911;1.936965695
18;sujet18;;2;50;2;balsa;2;0;8;8;108;0.164;138.7663703;2.406037312;-11.10230453
18;sujet18;;2;50;2;balsa;2;0;9;9;109;0.236;171.3603769;2.425039456;-8.193428355
18;sujet18;;2;50;2;balsa;2;0;10;10;110;0.224;170.8780227;2.617434592;7.964334853
18;sujet18;;2;50;2;balsa;3;p10;1;1;111;0.24;215.9424685;1.93557577;-16.30096094
18;sujet18;;2;50;2;balsa;3;p10;2;2;112;0.172;119.2664283;2.013725099;-18.41298013
18;sujet18;;2;50;2;balsa;3;p10;3;3;113;0.228;182.4506411;2.408591749;-23.95194365
18;sujet18;;2;50;2;balsa;3;p10;4;4;114;0.2;135.1870142;2.083015497;-17.57104832
18;sujet18;;2;50;2;balsa;3;p10;5;5;115;0.368;223.2983572;2.244078888;-28.47859645
18;sujet18;;2;50;2;balsa;3;p10;6;6;116;0.252;180.7608198;2.917016215;19.37808945
18;sujet18;;2;50;2;balsa;3;p10;7;7;117;0.224;154.7342706;2.625087508;-1.154998428
18;sujet18;;2;50;2;balsa;3;p10;8;8;118;0.136;114.7476064;2.631540706;8.784680617
18;sujet18;;2;50;2;balsa;3;p10;9;9;119;0.22;153.1483766;2.553326108;3.130508371
18;sujet18;;2;50;2;balsa;3;p10;10;10;120;0.144;125.5046466;2.498683682;11.78988805
19;sujet19;;1;25;1;alu;1;m10;1;1;1;0.156;76.02458998;1.334292578;-31.61001461
19;sujet19;;1;25;1;alu;1;m10;2;2;2;0.084;38.49790279;1.035063401;-10.03045902
19;sujet19;;1;25;1;alu;1;m10;3;3;3;0.12;49.37567639;1.197316433;-19.52287712
19;sujet19;;1;25;1;alu;1;m10;4;4;4;0.164;56.83025278;1.331876277;3.43922868
19;sujet19;;1;25;1;alu;1;m10;5;5;5;0.212;65.14963117;1.307186287;-54.7154635
19;sujet19;;1;25;1;alu;1;m10;6;6;6;0.212;91.62666967;1.118622887;6.418011392
19;sujet19;;1;25;1;alu;1;m10;7;7;7;0.288;88.37425416;1.667710442;35.15727064
19;sujet19;;1;25;1;alu;1;m10;8;8;8;0.208;63.44637411;1.342602842;-27.60144449
19;sujet19;;1;25;1;alu;1;m10;9;9;9;0.216;104.7657948;1.422995253;-5.23642385
19;sujet19;;1;25;1;alu;1;m10;10;10;10;0.22;92.29332596;1.276334582;12.12352331
19;sujet19;;1;25;1;alu;2;0;1;1;11;0.136;107.4808913;1.880544882;-51.50890425
19;sujet19;;1;25;1;alu;2;0;2;2;12;0.12;86.85134466;1.619091219;-31.12683274
19;sujet19;;1;25;1;alu;2;0;3;3;13;0.16;96.9767314;1.970967564;-20.81245791
19;sujet19;;1;25;1;alu;2;0;4;4;14;0.168;90.84268388;1.618906181;-19.30637825
19;sujet19;;1;25;1;alu;2;0;5;5;15;0.256;97.67276823;1.493724589;-7.748857275
19;sujet19;;1;25;1;alu;2;0;6;6;16;0.22;101.7825966;1.214296608;-28.48303012
19;sujet19;;1;25;1;alu;2;0;7;7;17;0.132;105.3942875;1.916845397;17.54110514
19;sujet19;;1;25;1;alu;2;0;8;8;18;0.192;110.7112054;2.329361219;16.19853481
19;sujet19;;1;25;1;alu;2;0;9;9;19;0.148;89.4658078;1.715164883;-29.21288785
19;sujet19;;1;25;1;alu;2;0;10;10;20;0.2;108.8232094;1.840587442;7.446399369
19;sujet19;;1;25;1;alu;3;p10;1;1;21;0.096;41.10320447;1.644937173;-14.78633404
19;sujet19;;1;25;1;alu;3;p10;2;2;22;0.148;84.97908463;1.708554813;-1.273896086
19;sujet19;;1;25;1;alu;3;p10;3;3;23;0.18;94.53301825;1.677731219;-12.46024728
19;sujet19;;1;25;1;alu;3;p10;4;4;24;0.124;109.1786989;2.134954991;-3.711612028
19;sujet19;;1;25;1;alu;3;p10;5;5;25;0.12;98.4950706;2.018084745;-30.12050093
19;sujet19;;1;25;1;alu;3;p10;6;6;26;0.14;109.9758452;2.00240068;-19.39931318
19;sujet19;;1;25;1;alu;3;p10;7;7;27;0.14;132.7729892;2.455918465;-1.256475353
19;sujet19;;1;25;1;alu;3;p10;8;8;28;0.2;185.1400005;2.440216781;16.89647364
19;sujet19;;1;25;1;alu;3;p10;9;9;29;0.18;186.5681459;2.16907765;-23.6004965
19;sujet19;;1;25;1;alu;3;p10;10;10;30;0.176;162.2431069;2.233206675;7.125192237
19;sujet19;;1;25;2;balsa;1;m10;1;1;31;0.092;34.86931514;1.081569755;-21.5560118
19;sujet19;;1;25;2;balsa;1;m10;2;2;32;0.08;35.54109802;0.911567289;-26.91547158
19;sujet19;;1;25;2;balsa;1;m10;3;3;33;0.124;65.11982549;1.846185142;-22.75351135
19;sujet19;;1;25;2;balsa;1;m10;4;4;34;0.236;76.29528051;2.013340061;-0.844890001
19;sujet19;;1;25;2;balsa;1;m10;5;5;35;0.208;98.73290491;2.003470503;16.01591246
19;sujet19;;1;25;2;balsa;1;m10;6;6;36;0.216;72.52824194;1.159243337;-1.516089084
19;sujet19;;1;25;2;balsa;1;m10;7;7;37;0.132;90.08143206;2.013764637;-0.813190517
19;sujet19;;1;25;2;balsa;1;m10;8;8;38;0.168;105.5804146;1.580157768;-11.47279344
19;sujet19;;1;25;2;balsa;1;m10;9;9;39;0.148;66.81817166;1.401516148;10.45237758
19;sujet19;;1;25;2;balsa;1;m10;10;10;40;0.284;88.59995165;1.421498932;58.88214533
19;sujet19;;1;25;2;balsa;2;0;1;1;41;0.128;76.63511513;1.410506586;-24.38369161
19;sujet19;;1;25;2;balsa;2;0;2;2;42;0.136;70.93394716;1.637089814;-10.14786092
19;sujet19;;1;25;2;balsa;2;0;3;3;43;0.14;102.5155769;1.555626039;-16.81681986
19;sujet19;;1;25;2;balsa;2;0;4;4;44;0.152;127.6200365;2.503705305;-18.41890598
19;sujet19;;1;25;2;balsa;2;0;5;5;45;0.164;119.7449669;2.016148361;-0.396352192
19;sujet19;;1;25;2;balsa;2;0;6;6;46;0.2;150.8119323;1.86288716;-16.01839763
19;sujet19;;1;25;2;balsa;2;0;7;7;47;0.148;117.9666937;2.320629301;25.20849244
19;sujet19;;1;25;2;balsa;2;0;8;8;48;0.18;110.3752229;1.683164566;-34.70902831
19;sujet19;;1;25;2;balsa;2;0;9;9;49;0.14;96.14430428;2.043338319;-0.92495823
19;sujet19;;1;25;2;balsa;2;0;10;10;50;0.116;91.96065372;1.828292988;-7.736925804
19;sujet19;;1;25;2;balsa;3;p10;1;1;51;0.14;83.04661051;1.495333532;-24.2292549
19;sujet19;;1;25;2;balsa;3;p10;2;2;52;0.104;71.94091333;1.819235448;-6.44495203
19;sujet19;;1;25;2;balsa;3;p10;3;3;53;0.12;88.34286107;1.98008057;-15.21442212
19;sujet19;;1;25;2;balsa;3;p10;4;4;54;0.128;97.37770218;2.062794538;-16.24761011
19;sujet19;;1;25;2;balsa;3;p10;5;5;55;0.136;111.8270882;2.192416895;-8.835460779
19;sujet19;;1;25;2;balsa;3;p10;6;6;56;0.152;133.4079765;2.474356861;14.80641238
19;sujet19;;1;25;2;balsa;3;p10;7;7;57;0.132;143.0635027;2.414182694;-4.525747649
19;sujet19;;1;25;2;balsa;3;p10;8;8;58;0.176;182.2797086;2.886023815;-16.091286
19;sujet19;;1;25;2;balsa;3;p10;9;9;59;0.124;115.9385847;2.452606578;-9.468719331
19;sujet19;;1;25;2;balsa;3;p10;10;10;60;0.148;128.5477115;2.416969374;26.15201301
19;sujet19;;2;50;1;alu;1;m10;1;1;61;0.108;103.2199771;1.956552382;-12.33285146
19;sujet19;;2;50;1;alu;1;m10;2;2;62;0.152;141.4969022;2.265578551;-14.92946909
19;sujet19;;2;50;1;alu;1;m10;3;3;63;0.128;132.9449945;2.72098429;34.75654549
19;sujet19;;2;50;1;alu;1;m10;4;4;64;0.152;136.495135;2.276698314;-6.823758305
19;sujet19;;2;50;1;alu;1;m10;5;5;65;0.152;99.51654167;2.060668973;-1.122716925
19;sujet19;;2;50;1;alu;1;m10;6;6;66;0.152;95.36444871;2.24247177;-4.473225436
19;sujet19;;2;50;1;alu;1;m10;7;7;67;0.116;92.10060926;1.635071772;-2.467788373
19;sujet19;;2;50;1;alu;1;m10;8;8;68;0.128;102.429116;2.106026396;7.986736804
19;sujet19;;2;50;1;alu;1;m10;9;9;69;0.128;99.32930465;1.869010908;1.688862097
19;sujet19;;2;50;1;alu;1;m10;10;10;70;0.128;107.8750306;2.004867665;-13.5231854
19;sujet19;;2;50;1;alu;2;0;1;1;71;0.096;90.76718367;2.637380212;10.89242303
19;sujet19;;2;50;1;alu;2;0;2;2;72;0.136;105.2136647;2.393205309;-25.31491643
19;sujet19;;2;50;1;alu;2;0;3;3;73;0.124;118.2043926;2.479478105;-13.7172834
19;sujet19;;2;50;1;alu;2;0;4;4;74;0.164;118.5877772;2.171349627;-16.85443849
19;sujet19;;2;50;1;alu;2;0;5;5;75;0.144;126.5793903;3.059373291;9.476487323
19;sujet19;;2;50;1;alu;2;0;6;6;76;0.132;134.0060916;2.434310824;-26.44801529
19;sujet19;;2;50;1;alu;2;0;7;7;77;0.228;152.4234876;2.525473607;-13.37736677
19;sujet19;;2;50;1;alu;2;0;8;8;78;0.168;126.9412562;2.77662368;-21.54454784
19;sujet19;;2;50;1;alu;2;0;9;9;79;0.124;134.9962835;2.739213691;-0.690813112
19;sujet19;;2;50;1;alu;2;0;10;10;80;0.144;137.5712128;2.381195738;0.746253091
19;sujet19;;2;50;1;alu;3;p10;1;1;81;0.128;98.95390023;2.528493301;-30.4560248
19;sujet19;;2;50;1;alu;3;p10;2;2;82;0.104;153.5613011;3.385856363;-2.46750176
19;sujet19;;2;50;1;alu;3;p10;3;3;83;0.148;186.3597978;2.899247045;7.455220046
19;sujet19;;2;50;1;alu;3;p10;4;4;84;0.16;158.3215668;3.027804765;1.0546588
19;sujet19;;2;50;1;alu;3;p10;5;5;85;0.152;173.3444141;2.988417343;9.106547694
19;sujet19;;2;50;1;alu;3;p10;6;6;86;0.12;152.7421058;2.996646345;-7.271425558
19;sujet19;;2;50;1;alu;3;p10;7;7;87;0.108;126.3189328;2.856983106;-4.216874877
19;sujet19;;2;50;1;alu;3;p10;8;8;88;0.124;154.4232617;2.490971544;11.51100546
19;sujet19;;2;50;1;alu;3;p10;9;9;89;0.128;129.9948889;2.461412893;-0.958400502
19;sujet19;;2;50;1;alu;3;p10;10;10;90;0.104;125.0320298;2.741435737;-9.73220425
19;sujet19;;2;50;2;balsa;1;m10;1;1;91;0.108;128.1862411;2.461862805;-14.86752816
19;sujet19;;2;50;2;balsa;1;m10;2;2;92;0.14;145.9786147;2.663920013;-12.45184385
19;sujet19;;2;50;2;balsa;1;m10;3;3;93;0.136;135.7550171;2.380484469;-25.69370078
19;sujet19;;2;50;2;balsa;1;m10;4;4;94;0.116;138.4642365;2.729815785;2.068180414
19;sujet19;;2;50;2;balsa;1;m10;5;5;95;0.132;128.289136;2.497738482;18.22344065
19;sujet19;;2;50;2;balsa;1;m10;6;6;96;0.148;116.8246934;2.204588638;8.708006661
19;sujet19;;2;50;2;balsa;1;m10;7;7;97;0.148;124.1819952;2.110331992;-4.209051849
19;sujet19;;2;50;2;balsa;1;m10;8;8;98;0.108;106.2523538;2.544151414;5.569461903
19;sujet19;;2;50;2;balsa;1;m10;9;9;99;0.176;142.2531935;2.197468984;-12.40353916
19;sujet19;;2;50;2;balsa;1;m10;10;10;100;0.136;115.7136197;2.273208192;2.193445338
19;sujet19;;2;50;2;balsa;2;0;1;1;101;0.124;137.7472549;2.757174795;-27.5551708
19;sujet19;;2;50;2;balsa;2;0;2;2;102;0.128;173.9721943;2.969809866;-19.76294551
19;sujet19;;2;50;2;balsa;2;0;3;3;103;0.132;157.5248768;2.678933988;-17.89360541
19;sujet19;;2;50;2;balsa;2;0;4;4;104;0.124;156.7953474;3.129206341;21.56788739
19;sujet19;;2;50;2;balsa;2;0;5;5;105;0.148;200.1919215;2.919382279;0.412553451
