Sujet;ST_M;Target;Material;Slope;Trial;Duration;Amplitude;Impact_Speed
13;N;25;balsa;m10;2;0,152;204,258004;2,53987301
13;N;25;balsa;m10;3;0,152;192,4986653;2,241273093
13;N;25;balsa;m10;4;0,14;177,8854847;2,210850045
13;N;25;balsa;m10;5;0,12;165,9476258;2,240060945
13;N;25;balsa;m10;6;0,148;198,618076;2,57560947
13;N;25;balsa;m10;7;0,144;183,0667072;2,323771281
13;N;25;balsa;m10;8;0,128;203,2054456;2,84280845
13;N;25;balsa;m10;9;0,156;184,5705541;2,519331796
13;N;25;balsa;m10;10;0,156;188,8906527;2,620293967
13;N;25;balsa;p10;1;0,08;172,0427446;2,945455719
13;N;25;balsa;p10;2;0,076;177,9674896;3,225444395
13;N;25;balsa;p10;3;0,12;215,7263564;3,639069773
13;N;25;balsa;p10;4;0,088;214,735593;3,681199039
13;N;25;balsa;p10;5;0,116;249,9455329;4,661483169
13;N;25;balsa;p10;6;0,168;233,0577274;3,426689864
13;N;25;balsa;p10;7;0,14;278,8172736;4,370258789
13;N;25;balsa;p10;8;0,168;262,855777;3,909017735
13;N;25;balsa;p10;9;0,156;285,1752604;4,511794649
13;N;25;balsa;p10;10;0,176;284,271033;4,34158022
13;N;50;alu;0;1;0,096;231,7628373;4,004167485
13;N;50;alu;0;2;0,1;204,431444;3,396447795
13;N;50;alu;0;3;0,124;226,8988648;2,847236257
13;N;50;alu;0;4;0,112;197,0200897;3,238259284
13;N;50;alu;0;5;0,096;211,0158253;3,078613429
13;N;50;alu;0;6;0,104;187,2916058;2,592087634
13;N;50;alu;0;7;0,116;207,3196724;3,0324706
13;N;50;alu;0;8;0,108;213,0928533;3,296880479
13;N;50;alu;0;9;0,108;191,0504462;2,343146763
13;N;50;alu;0;10;0,14;223,1594496;3,007984801
13;N;50;alu;m10;1;0,108;186,8841618;2,92472996
13;N;50;alu;m10;2;0,128;190,2459843;2,832440538
13;N;50;alu;m10;3;0,096;168,9341312;2,659998151
13;N;50;alu;m10;4;0,108;190,9026904;2,717824783
13;N;50;alu;m10;5;0,1;173,6003368;2,532616357
13;N;50;alu;m10;6;0,112;200,9404341;2,852668586
13;N;50;alu;m10;7;0,12;195,5225888;2,718239929
13;N;50;alu;m10;8;0,116;171,9149855;2,289632235
13;N;50;alu;m10;9;0,116;179,9594774;2,712314818
13;N;50;alu;m10;10;0,136;203,7678247;2,874072035
13;N;50;alu;p10;1;0,08;165,0092841;3,135541775
13;N;50;alu;p10;2;0,08;189,999258;3,55479989
13;N;50;alu;p10;3;0,076;180,7431628;3,501993698
13;N;50;alu;p10;4;0,088;201,1035875;3,876237641
13;N;50;alu;p10;5;0,084;155,2311245;3,117758479
13;N;50;alu;p10;6;0,064;160,0300955;3,262945967
13;N;50;alu;p10;7;0,068;184,9880858;3,995585691
13;N;50;alu;p10;8;0,056;172,6791499;3,940220946
13;N;50;alu;p10;9;0,064;173,6808747;3,060884772
13;N;50;alu;p10;10;0,096;211,728852;3,742452132
13;N;50;balsa;0;1;0,096;250,6028951;3,972455858
13;N;50;balsa;0;2;0,136;315,6295463;4,542304391
13;N;50;balsa;0;3;0,172;329,1887462;4,483935045
13;N;50;balsa;0;4;0,156;339,3508954;4,90388043
13;N;50;balsa;0;5;0,156;316,4811428;4,053342142
13;N;50;balsa;0;6;0,176;399,562949;5,289352088
13;N;50;balsa;0;7;0,152;332,4007497;4,063154625
13;N;50;balsa;0;8;0,168;326,3938955;4,255525684
13;N;50;balsa;0;9;0,18;325,8110367;4,616849302
13;N;50;balsa;0;10;0,168;349,2494877;4,811666136
13;N;50;balsa;m10;1;0,116;210,7712433;3,245080056
13;N;50;balsa;m10;2;0,12;235,939327;4,167716587
13;N;50;balsa;m10;3;0,16;219,1269814;3,068120903
13;N;50;balsa;m10;4;0,168;262,2895017;2,890882587
13;N;50;balsa;m10;5;0,144;237,7808638;3,298857591
13;N;50;balsa;m10;6;0,124;216,2113338;3,433406716
13;N;50;balsa;m10;7;0,116;206,6789093;3,383671036
13;N;50;balsa;m10;8;0,116;234,3962266;3,55150762
13;N;50;balsa;m10;9;0,148;237,3160679;3,330344884
13;N;50;balsa;m10;10;0,156;256,3889997;3,903916334
13;N;50;balsa;p10;1;0,104;241,4940708;4,81525061
13;N;50;balsa;p10;2;0,096;271,912802;5,406488674
13;N;50;balsa;p10;3;0,104;265,2867586;4,391671533
13;N;50;balsa;p10;4;0,144;298,2860701;4,958786017
13;N;50;balsa;p10;5;0,12;220,3440995;3,45953731
13;N;50;balsa;p10;6;0,08;226,1463985;4,317884017
13;N;50;balsa;p10;7;0,096;220,2587359;4,078699025
13;N;50;balsa;p10;8;0,108;245,04485;3,524194199
13;N;50;balsa;p10;9;0,096;242,5560066;4,582232769
13;N;50;balsa;p10;10;0,072;202,8469166;4,02040653
17;N;25;alu;0;1;0,16;147,7429611;1,433407033
17;N;25;alu;0;2;0,124;177,4245598;2,468511462
17;N;25;alu;0;3;0,136;173,3500921;1,824628094
17;N;25;alu;0;4;0,16;203,6501059;1,212936036
17;N;25;alu;0;5;0,136;185,7680581;1,658377139
17;N;25;alu;0;6;0,128;198,6566939;1,898991373
17;N;25;alu;0;7;0,136;195,6252326;1,62870839
17;N;25;alu;0;8;0,124;182,55066;1,813217017
17;N;25;alu;0;9;0,16;198,0018637;1,864148824
17;N;25;alu;0;10;0,136;175,8887019;1,597689877
17;N;25;alu;m10;1;0,168;157,5228051;1,126178118
17;N;25;alu;m10;2;0,124;138,7389311;1,169846518
17;N;25;alu;m10;3;0,144;169,3118095;1,331055029
17;N;25;alu;m10;4;0,144;171,82831;1,098958099
17;N;25;alu;m10;5;0,148;170,0859704;1,285987293
17;N;25;alu;m10;6;0,124;149,8153645;1,485547984
17;N;25;alu;m10;7;0,136;169,1504549;1,67408092
17;N;25;alu;m10;8;0,148;188,3637486;1,494726451
17;N;25;alu;m10;9;0,144;160,0568068;1,450843121
17;N;25;alu;m10;10;0,152;150,7808892;1,405530772
17;N;25;alu;p10;1;0,164;174,5985833;1,820314073
17;N;25;alu;p10;2;0,132;203,6455285;2,250095296
17;N;25;alu;p10;3;0,136;215,0517326;2,135780073
17;N;25;alu;p10;4;0,116;171,7094642;2,10169057
17;N;25;alu;p10;5;0,14;185,0613058;1,705661646
17;N;25;alu;p10;6;0,124;192,1437277;1,894018252
17;N;25;alu;p10;7;0,132;209,0099326;2,234438957
17;N;25;alu;p10;8;0,108;200,754035;2,06679976
17;N;25;alu;p10;9;0,136;194,3263804;2,031880164
17;N;25;alu;p10;10;0,152;189,2099159;1,613305507
17;N;25;balsa;0;1;0,132;141,8407084;1,395936379
17;N;25;balsa;0;2;0,096;155,3009048;1,947961708
17;N;25;balsa;0;3;0,112;188,7605656;1,723141975
17;N;25;balsa;0;4;0,132;197,4842908;1,627789169
17;N;25;balsa;0;5;0,116;168,5217612;1,674909778
17;N;25;balsa;0;6;0,124;170,9297795;1,63507264
17;N;25;balsa;0;7;0,112;184,7490046;1,714689754
17;N;25;balsa;0;8;0,14;184,1212214;1,595182563
17;N;25;balsa;0;9;0,152;211,6185751;2,407362693
17;N;25;balsa;0;10;0,136;184,1782305;1,374386977
17;N;25;balsa;m10;1;0,148;175,6043149;1,413505103
17;N;25;balsa;m10;2;0,136;149,0799037;1,5902602
17;N;25;balsa;m10;3;0,144;165,4391925;1,615245202
17;N;25;balsa;m10;4;0,14;177,7952555;1,505200287
17;N;25;balsa;m10;5;0,136;171,3512165;2,123173821
17;N;25;balsa;m10;6;0,168;174,3714707;1,419440379
17;N;25;balsa;m10;7;0,152;177,6747704;1,345589963
17;N;25;balsa;m10;8;0,148;197,3183448;1,472513901
17;N;25;balsa;m10;9;0,14;178,365272;1,659393752
17;N;25;balsa;m10;10;0,168;196,9205393;1,512183049
17;N;25;balsa;p10;1;0,156;166,9261819;1,386770558
17;N;25;balsa;p10;2;0,124;203,3802411;1,431073312
17;N;25;balsa;p10;3;0,124;192,125994;1,889769017
17;N;25;balsa;p10;4;0,136;194,5836365;2,086027526
17;N;25;balsa;p10;5;0,116;187,9561773;1,973518568
17;N;25;balsa;p10;6;0,14;208,0400322;2,063499862
17;N;25;balsa;p10;7;0,132;192,4025779;1,821897089
17;N;25;balsa;p10;8;0,132;195,8804334;1,837640613
17;N;25;balsa;p10;9;0,116;186,2220678;1,951379676
17;N;25;balsa;p10;10;0,132;198,4330782;1,969767372
17;N;50;alu;0;1;0,184;238,7991213;1,655272924
17;N;50;alu;0;2;0,188;277,2789268;1,931782716
17;N;50;alu;0;3;0,152;258,2843479;2,168113598
17;N;50;alu;0;4;0,18;307,2749973;2,43402312
17;N;50;alu;0;5;0,144;246,2187872;2,506812761
17;N;50;alu;0;6;0,176;283,9532885;2,145342136
17;N;50;alu;0;7;0,144;277,7552025;2,860716
17;N;50;alu;0;8;0,128;217,4298362;2,048342391
17;N;50;alu;0;9;0,16;285,1478044;2,196606625
17;N;50;alu;0;10;0,148;289,0297798;2,41310823
17;N;50;alu;m10;1;0,156;215,5656079;2,32830543
17;N;50;alu;m10;2;0,144;210,5651757;2,084061128
17;N;50;alu;m10;3;0,128;208,9211619;2,558946024
17;N;50;alu;m10;4;0,136;209,8934666;2,106379658
17;N;50;alu;m10;5;0,14;202,3106507;2,108578482
17;N;50;alu;m10;6;0,148;223,0486503;2,331465835
17;N;50;alu;m10;7;0,128;230,1852285;2,559259168
17;N;50;alu;m10;8;0,148;225,9836847;2,263318992
17;N;50;alu;m10;9;0,156;239,4794551;1,699139287
17;N;50;alu;m10;10;0,16;255,4954317;2,171587897
17;N;50;alu;p10;1;0,144;257,696382;2,427071726
17;N;50;alu;p10;2;0,128;250,8569982;2,657181707
17;N;50;alu;p10;3;0,14;293,3702463;2,455584659
17;N;50;alu;p10;4;0,152;277,2974663;2,762005431
17;N;50;alu;p10;5;0,112;261,29395;2,518993852
17;N;50;alu;p10;6;0,124;242,6610171;2,622963504
17;N;50;alu;p10;7;0,132;244,0468727;2,655750812
17;N;50;alu;p10;8;0,132;249,4780527;2,100900298
17;N;50;alu;p10;9;0,144;270,0480026;2,887571465
17;N;50;alu;p10;10;0,132;268,7183572;2,647448025
17;N;50;balsa;0;1;0,16;221,8850863;1,976380745
17;N;50;balsa;0;2;0,144;258,6673392;2,334547469
17;N;50;balsa;0;3;0,156;280,6680682;1,942330185
17;N;50;balsa;0;4;0,144;272,8077773;2,609108133
17;N;50;balsa;0;5;0,128;253,4430036;2,306202477
17;N;50;balsa;0;6;0,16;275,492767;2,075160118
17;N;50;balsa;0;7;0,14;274,5352651;2,805849446
17;N;50;balsa;0;8;0,144;271,4829772;2,339934607
17;N;50;balsa;0;9;0,128;251,1990796;2,479712937
17;N;50;balsa;0;10;0,132;259,8515332;2,455470556
17;N;50;balsa;m10;1;0,144;239,0984863;2,103211976
17;N;50;balsa;m10;2;0,132;242,1319488;2,425780702
17;N;50;balsa;m10;3;0,136;235,9240452;2,139450459
17;N;50;balsa;m10;4;0,144;234,6244107;1,924793804
17;N;50;balsa;m10;5;0,14;246,8772314;1,943631329
17;N;50;balsa;m10;6;0,16;263,024577;1,823514215
17;N;50;balsa;m10;7;0,148;256,0845831;2,001175289
17;N;50;balsa;m10;8;0,156;270,633714;2,295253912
17;N;50;balsa;m10;9;0,148;256,5269064;2,688987112
17;N;50;balsa;m10;10;0,168;305,7805174;2,623360661
17;N;50;balsa;p10;1;0,148;264,0345546;2,132894322
17;N;50;balsa;p10;2;0,136;275,7130247;2,623816912
17;N;50;balsa;p10;3;0,16;287,3120312;2,186145238
17;N;50;balsa;p10;4;0,148;292,9325171;2,472475047
17;N;50;balsa;p10;5;0,164;287,9052119;2,610328919
17;N;50;balsa;p10;6;0,136;284,5049076;2,496428142
17;N;50;balsa;p10;7;0,148;287,6489782;2,637820238
17;N;50;balsa;p10;8;0,136;260,8419145;2,698763632
17;N;50;balsa;p10;9;0,128;267,3974679;2,860355797
17;N;50;balsa;p10;10;0,112;244,653259;2,391183364
21;N;25;alu;0;1;0,18;224,2035047;1,546466295
21;N;25;alu;0;2;0,156;203,6418928;1,739908989
21;N;25;alu;0;3;0,172;203,9353634;1,487634604
21;N;25;alu;0;4;0,184;230,2068361;1,356532464
21;N;25;alu;0;5;0,164;226,4548138;1,469160054
21;N;25;alu;0;6;0,156;225,7892374;1,695701145
21;N;25;alu;0;7;0,136;197,9829523;1,767707103
21;N;25;alu;0;8;0,16;211,7270887;1,773366362
21;N;25;alu;0;9;0,18;196,6021735;1,514514491
21;N;25;alu;0;10;0,172;193,9510785;1,410038347
21;N;25;alu;m10;1;0,196;229,4629286;1,69816785
21;N;25;alu;m10;2;0,164;175,2313153;1,706403116
21;N;25;alu;m10;3;0,18;200,7133985;1,113137769
21;N;25;alu;m10;4;0,172;176,7553772;1,189701334
21;N;25;alu;m10;5;0,16;157,1338979;1,25826548
21;N;25;alu;m10;6;0,188;187,2199425;1,244612571
21;N;25;alu;m10;7;0,168;174,995065;1,098899014
21;N;25;alu;m10;8;0,18;199,0532626;1,326942307
21;N;25;alu;m10;9;0,192;203,04704;1,195921167
21;N;25;alu;m10;10;0,16;167,2103914;0,965060299
21;N;25;alu;p10;1;0,176;223,67681;1,544356776
21;N;25;alu;p10;2;0,148;257,2894099;2,305764288
21;N;25;alu;p10;3;0,144;201,8709241;1,862773456
21;N;25;alu;p10;4;0,156;225,7510504;2,28653168
21;N;25;alu;p10;5;0,14;193,5292955;1,776248346
21;N;25;alu;p10;6;0,192;249,3894733;1,656759707
21;N;25;alu;p10;7;0,184;233,1993424;1,517648547
21;N;25;alu;p10;8;0,16;208,5592429;1,694353052
21;N;25;alu;p10;9;0,148;182,5307107;2,064237201
21;N;25;alu;p10;10;0,12;158,1378042;1,408483094
21;N;25;balsa;0;1;0,16;167,1240776;5,140835391
21;N;25;balsa;0;2;0,168;259,4146287;1,952644441
21;N;25;balsa;0;3;0,308;359,4146749;1,55044867
21;N;25;balsa;0;4;0,188;336,3361554;2,251742705
21;N;25;balsa;0;5;0,216;281,3490049;2,7709889
21;N;25;balsa;0;6;0,184;292,3548135;1,962954535
21;N;25;balsa;0;7;0,172;294,7251054;1,733422548
21;N;25;balsa;0;8;0,148;241,3639697;1,726357103
21;N;25;balsa;0;9;0,14;224,7163159;2,253846531
21;N;25;balsa;0;10;0,132;201,1797415;2,028086675
21;N;25;balsa;m10;1;0,14;227,3814882;1,593932218
21;N;25;balsa;m10;2;0,164;229,8735554;1,781812318
21;N;25;balsa;m10;3;0,188;254,2190791;1,454093115
21;N;25;balsa;m10;4;0,172;224,448657;2,052403083
21;N;25;balsa;m10;5;0,136;194,7422051;1,73821092
21;N;25;balsa;m10;6;0,148;215,5047732;1,647883116
21;N;25;balsa;m10;7;0,156;225,3529495;1,909870167
21;N;25;balsa;m10;8;0,172;215,6456898;1,468307786
21;N;25;balsa;m10;9;0,18;233,0635587;1,443453157
21;N;25;balsa;m10;10;0,172;245,0187076;1,818421766
21;N;25;balsa;p10;1;0,156;242,7111378;2,290923068
21;N;25;balsa;p10;2;0,14;226,4898931;2,365196464
21;N;25;balsa;p10;3;0,144;212,8575038;1,714065501
21;N;25;balsa;p10;4;0,112;184,4918893;2,133834065
21;N;25;balsa;p10;5;0,14;201,4607956;1,968511493
21;N;25;balsa;p10;6;0,148;232,3976725;2,20164485
21;N;25;balsa;p10;7;0,128;209,2171906;2,202469004
21;N;25;balsa;p10;8;0,148;199,3267766;1,789043337
21;N;25;balsa;p10;9;0,12;197,9826252;1,925343675
21;N;25;balsa;p10;10;0,136;199,6863628;1,795427483
21;N;50;alu;0;1;0,16;260,4925453;1,926506065
21;N;50;alu;0;2;0,148;260,6949086;2,483609382
21;N;50;alu;0;3;0,168;253,0527094;2,211018208
21;N;50;alu;0;4;0,16;266,292516;1,9719449
21;N;50;alu;0;5;0,16;256,3573186;2,260743576
21;N;50;alu;0;6;0,2;245,2936293;2,016860667
21;N;50;alu;0;7;0,184;281,768641;2,118088372
21;N;50;alu;0;8;0,16;260,8914688;2,593311224
21;N;50;alu;0;9;0,16;232,4913045;1,999369544
21;N;50;alu;0;10;0,168;233,9537119;2,210870612
21;N;50;alu;m10;1;0,204;262,7448971;2,064986849
21;N;50;alu;m10;2;0,176;227,3735594;1,585770373
21;N;50;alu;m10;3;0,156;208,8820243;1,662537557
21;N;50;alu;m10;4;0,164;200,9977126;1,708300345
21;N;50;alu;m10;5;0,172;207,8198116;1,664686152
21;N;50;alu;m10;6;0,164;212,4791101;1,757086883
21;N;50;alu;m10;7;0,208;230,4948331;1,704336653
21;N;50;alu;m10;8;0,176;218,9748246;1,74031343
21;N;50;alu;m10;9;0,128;190,066312;1,485604936
21;N;50;alu;m10;10;0,196;252,5167473;1,873200974
21;N;50;alu;p10;1;0,176;305,4751923;2,485521906
21;N;50;alu;p10;2;0,184;334,8439324;3,187876987
21;N;50;alu;p10;3;0,184;249,5381886;2,506020104
21;N;50;alu;p10;4;0,168;274,6890504;2,571799798
21;N;50;alu;p10;5;0,176;254,4761632;2,260683345
21;N;50;alu;p10;6;0,148;244,9801709;2,44572363
21;N;50;alu;p10;7;0,168;251,6436236;2,300050941
21;N;50;alu;p10;8;0,164;226,1105157;1,985758992
21;N;50;alu;p10;9;0,14;191,0617847;2,355108609
21;N;50;alu;p10;10;0,188;224,2659614;2,556160105
21;N;50;balsa;0;1;0,188;392,5755294;2,862716092
21;N;50;balsa;0;2;0,172;341,6765951;2,3132889
21;N;50;balsa;0;3;0,192;361,8563748;2,714889569
21;N;50;balsa;0;4;0,16;359,842049;2,848303475
21;N;50;balsa;0;5;0,172;339,6555928;2,52475859
21;N;50;balsa;0;6;0,144;304,8706885;2,887989063
21;N;50;balsa;0;7;0,168;266,4574399;2,168945948
21;N;50;balsa;0;8;0,188;326,483632;2,395026817
21;N;50;balsa;0;9;0,18;297,3560922;2,375833521
21;N;50;balsa;0;10;0,18;304,9472705;2,446837533
21;N;50;balsa;m10;1;0,204;295,2728606;2,105958559
21;N;50;balsa;m10;2;0,204;287,4071095;2,268224378
21;N;50;balsa;m10;3;0,176;280,9036734;2,28501948
21;N;50;balsa;m10;4;0,176;264,6907417;2,018159659
21;N;50;balsa;m10;5;0,2;269,1748927;2,072113746
21;N;50;balsa;m10;6;0,208;286,1515048;1,818161457
21;N;50;balsa;m10;7;0,184;275,6460693;2,211630572
21;N;50;balsa;m10;8;0,2;304,5197166;2,092113932
21;N;50;balsa;m10;9;0,172;248,2435685;2,162480317
21;N;50;balsa;m10;10;0,168;247,5314431;1,954738318
21;N;50;balsa;p10;1;0,184;328,0623856;3,034710402
21;N;50;balsa;p10;2;0,168;311,8045833;2,989064886
21;N;50;balsa;p10;3;0,164;311,3893988;2,673930595
21;N;50;balsa;p10;4;0,148;302,0177233;2,955692818
21;N;50;balsa;p10;5;0,156;285,296579;2,822673163
21;N;50;balsa;p10;6;0,224;307,7591364;2,346417512
21;N;50;balsa;p10;7;0,184;274,4658779;2,115398736
21;N;50;balsa;p10;8;0,164;282,5646635;2,537480988
21;N;50;balsa;p10;9;0,168;277,2560749;2,522264889
21;N;50;balsa;p10;10;0,164;265,5669601;2,877364692
26;N;25;alu;0;1;0,12;219,4541029;2,647548134
26;N;25;alu;0;2;0,132;181,7742862;1,85620435
26;N;25;alu;0;3;0,184;213,0852762;2,266818083
26;N;25;alu;0;4;0,2;201,7202416;2,05691629
26;N;25;alu;0;5;0,116;159,8841044;2,313076783
26;N;25;alu;0;6;0,172;184,575861;1,77189879
26;N;25;alu;0;7;0,192;195,353945;1,923227041
26;N;25;alu;0;8;0,12;199,4222929;2,294801643
26;N;25;alu;0;9;0,176;203,5354551;1,967785723
26;N;25;alu;0;10;0,16;202,6225531;2,565838923
26;N;25;alu;m10;1;0,108;141,1111743;1,447126862
26;N;25;alu;m10;2;0,2;181,5846491;1,814091675
26;N;25;alu;m10;3;0,144;140,8426401;1,658640016
26;N;25;alu;m10;4;0,244;169,8391293;1,592170763
26;N;25;alu;m10;5;0,108;158,4717107;1,653025348
26;N;25;alu;m10;6;0,3;216,4665544;1,247147645
26;N;25;alu;m10;7;0,228;181,5122511;1,676125641
26;N;25;alu;m10;8;0,208;186,1819703;1,637313096
26;N;25;alu;m10;9;0,204;195,8829738;1,156890611
26;N;25;alu;m10;10;0,172;191,0730187;1,509887261
26;N;25;alu;p10;1;0,136;153,6676747;2,065224196
26;N;25;alu;p10;2;0,208;171,2662898;2,07821595
26;N;25;alu;p10;3;0,176;210,6358993;2,598086845
26;N;25;alu;p10;4;0,184;233,2993411;2,320469363
26;N;25;alu;p10;5;0,188;233,1474166;2,275365253
26;N;25;alu;p10;6;0,204;209,7549289;2,293171879
26;N;25;alu;p10;7;0,184;204,5666589;2,192368895
26;N;25;alu;p10;8;0,18;218,4009748;2,455787008
26;N;25;alu;p10;9;0,112;161,3617438;1,86004293
26;N;25;alu;p10;10;0,108;169,6296744;2,243356849
26;N;25;balsa;0;1;0,12;148,6031584;1,576529693
26;N;25;balsa;0;2;0,2;216,6796146;2,512794513
26;N;25;balsa;0;3;0,24;300,6144192;2,243194313
26;N;25;balsa;0;4;0,176;338,4799434;3,332661522
26;N;25;balsa;0;5;0,208;304,9648207;2,743470934
26;N;25;balsa;0;6;0,2;306,8360206;2,666280879
26;N;25;balsa;0;7;0,208;311,6893455;2,758016654
26;N;25;balsa;0;8;0,184;309,703188;3,112408268
26;N;25;balsa;0;9;0,272;253,0033628;2,132070993
26;N;25;balsa;0;10;0,212;311,0894892;2,296466474
26;N;25;balsa;m10;1;0,088;108,0467852;1,416408033
26;N;25;balsa;m10;2;0,088;163,7963122;2,066214704
26;N;25;balsa;m10;3;0,204;195,7628208;1,745490975
26;N;25;balsa;m10;4;0,228;269,3876493;2,141878153
26;N;25;balsa;m10;5;0,204;266,5219636;2,330866224
26;N;25;balsa;m10;6;0,16;225,6679598;2,01861416
26;N;25;balsa;m10;7;0,196;253,6654863;2,037688525
26;N;25;balsa;m10;8;0,192;214,7152939;1,926151034
26;N;25;balsa;m10;9;0,176;233,3814465;1,96412325
26;N;25;balsa;m10;10;0,192;244,802262;1,429510529
26;N;25;balsa;p10;1;0,084;160,5667521;2,233298203
26;N;25;balsa;p10;2;0,168;234,3834744;2,304386655
26;N;25;balsa;p10;3;0,192;250,7487688;2,333170486
26;N;25;balsa;p10;4;0,192;244,6853618;2,019836451
26;N;25;balsa;p10;5;0,18;279,7785249;2,425447415
26;N;25;balsa;p10;6;0,172;230,1185636;2,327510454
26;N;25;balsa;p10;7;0,14;229,1679302;2,572550791
26;N;25;balsa;p10;8;0,156;239,5314773;2,226370591
26;N;25;balsa;p10;9;0,192;262,2053629;1,579927283
26;N;25;balsa;p10;10;0,204;291,3509126;2,509834357
26;N;50;alu;0;1;0,172;219,7034908;2,479118656
26;N;50;alu;0;2;0,168;276,5559195;2,727740922
26;N;50;alu;0;3;0,144;267,3448228;2,856076803
26;N;50;alu;0;4;0,152;252,9112977;2,72800656
26;N;50;alu;0;5;0,156;271,9381175;3,192106462
26;N;50;alu;0;6;0,148;238,0840096;2,612984888
26;N;50;alu;0;7;0,188;260,8464995;2,686219739
26;N;50;alu;0;8;0,14;240,9982903;2,283081736
26;N;50;alu;0;9;0,128;227,6234486;2,131049611
26;N;50;alu;0;10;0,132;226,7585885;2,653353305
26;N;50;alu;m10;1;0,144;269,8534336;2,8946619
26;N;50;alu;m10;2;0,172;231,3368119;2,712554305
26;N;50;alu;m10;3;0,192;195,5769674;2,509261884
26;N;50;alu;m10;4;0,124;226,7717452;2,471012166
26;N;50;alu;m10;5;0,172;225,0417411;2,376889275
26;N;50;alu;m10;6;0,216;225,2690549;1,917666734
26;N;50;alu;m10;7;0,156;222,4967419;2,110695843
26;N;50;alu;m10;8;0,216;187,6393983;1,994783058
26;N;50;alu;m10;9;0,184;187,4263742;1,858115158
26;N;50;alu;m10;10;0,164;213,2820075;1,986733624
26;N;50;alu;p10;1;0,108;210,8137573;3,449554684
26;N;50;alu;p10;2;0,092;195,0260526;3,445948799
26;N;50;alu;p10;3;0,096;202,5272411;3,047734133
26;N;50;alu;p10;4;0,112;233,3595658;3,252953609
26;N;50;alu;p10;5;0,108;286,9667919;3,291592179
26;N;50;alu;p10;6;0,132;241,02211;3,299857995
26;N;50;alu;p10;7;0,16;253,0791343;3,101337823
26;N;50;alu;p10;8;0,108;237,3705112;3,027459521
26;N;50;alu;p10;9;0,148;265,9364912;3,351096846
26;N;50;alu;p10;10;0,128;265,4634969;3,210314344
26;N;50;balsa;0;1;0,208;234,3025985;2,553661692
26;N;50;balsa;0;2;0,188;296,606068;3,352097259
26;N;50;balsa;0;3;0,176;278,0183423;3,360710611
26;N;50;balsa;0;4;0,196;340,6074991;3,586927883
26;N;50;balsa;0;5;0,196;319,3838762;3,146446595
26;N;50;balsa;0;6;0,232;319,2574367;2,613351083
26;N;50;balsa;0;7;0,236;340,5566041;3,098392097
26;N;50;balsa;0;8;0,24;316,3958189;2,86111119
26;N;50;balsa;0;9;0,216;299,325259;2,940359572
26;N;50;balsa;0;10;0,224;313,7934126;2,801770735
26;N;50;balsa;m10;1;0,224;248,568082;2,5144839
26;N;50;balsa;m10;2;0,18;274,6631272;2,878791687
26;N;50;balsa;m10;3;0,164;252,5641967;2,56043352
